,CID,Name,Party,last_name,first_name,crp_web_format,2016_assets_link,2016_liabilities_link,2015_assets_link,2015_liabilities_link,2014_assets_link,2014_liabilities_link,2013_assets_link,2013_liabilities_link,2012_assets_link,2012_liabilities_link,2011_assets_link,2011_liabilities_link,2010_assets_link,2010_liabilities_link
68,N00004614,"Cramer, Kevin",R,Cramer,Kevin,Kevin-Cramer,https://www.opensecrets.org/personal-finances/assets/Kevin-Cramer.csv?cid=N00004614&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Kevin-Cramer.csv?cid=N00004614&year=2016,https://www.opensecrets.org/personal-finances/assets/Kevin-Cramer.csv?cid=N00004614&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Kevin-Cramer.csv?cid=N00004614&year=2015,https://www.opensecrets.org/personal-finances/assets/Kevin-Cramer.csv?cid=N00004614&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Kevin-Cramer.csv?cid=N00004614&year=2014,https://www.opensecrets.org/personal-finances/assets/Kevin-Cramer.csv?cid=N00004614&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Kevin-Cramer.csv?cid=N00004614&year=2013,https://www.opensecrets.org/personal-finances/assets/Kevin-Cramer.csv?cid=N00004614&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Kevin-Cramer.csv?cid=N00004614&year=2012,https://www.opensecrets.org/personal-finances/assets/Kevin-Cramer.csv?cid=N00004614&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Kevin-Cramer.csv?cid=N00004614&year=2011,https://www.opensecrets.org/personal-finances/assets/Kevin-Cramer.csv?cid=N00004614&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Kevin-Cramer.csv?cid=N00004614&year=2010
69,N00030770,"Crawford, Rick",R,Crawford,Rick,Rick-Crawford,https://www.opensecrets.org/personal-finances/assets/Rick-Crawford.csv?cid=N00030770&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Rick-Crawford.csv?cid=N00030770&year=2016,https://www.opensecrets.org/personal-finances/assets/Rick-Crawford.csv?cid=N00030770&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Rick-Crawford.csv?cid=N00030770&year=2015,https://www.opensecrets.org/personal-finances/assets/Rick-Crawford.csv?cid=N00030770&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Rick-Crawford.csv?cid=N00030770&year=2014,https://www.opensecrets.org/personal-finances/assets/Rick-Crawford.csv?cid=N00030770&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Rick-Crawford.csv?cid=N00030770&year=2013,https://www.opensecrets.org/personal-finances/assets/Rick-Crawford.csv?cid=N00030770&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Rick-Crawford.csv?cid=N00030770&year=2012,https://www.opensecrets.org/personal-finances/assets/Rick-Crawford.csv?cid=N00030770&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Rick-Crawford.csv?cid=N00030770&year=2011,https://www.opensecrets.org/personal-finances/assets/Rick-Crawford.csv?cid=N00030770&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Rick-Crawford.csv?cid=N00030770&year=2010
70,N00042224,"Crenshaw, Dan",R,Crenshaw,Dan,Dan-Crenshaw,https://www.opensecrets.org/personal-finances/assets/Dan-Crenshaw.csv?cid=N00042224&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Dan-Crenshaw.csv?cid=N00042224&year=2016,https://www.opensecrets.org/personal-finances/assets/Dan-Crenshaw.csv?cid=N00042224&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Dan-Crenshaw.csv?cid=N00042224&year=2015,https://www.opensecrets.org/personal-finances/assets/Dan-Crenshaw.csv?cid=N00042224&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Dan-Crenshaw.csv?cid=N00042224&year=2014,https://www.opensecrets.org/personal-finances/assets/Dan-Crenshaw.csv?cid=N00042224&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Dan-Crenshaw.csv?cid=N00042224&year=2013,https://www.opensecrets.org/personal-finances/assets/Dan-Crenshaw.csv?cid=N00042224&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Dan-Crenshaw.csv?cid=N00042224&year=2012,https://www.opensecrets.org/personal-finances/assets/Dan-Crenshaw.csv?cid=N00042224&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Dan-Crenshaw.csv?cid=N00042224&year=2011,https://www.opensecrets.org/personal-finances/assets/Dan-Crenshaw.csv?cid=N00042224&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Dan-Crenshaw.csv?cid=N00042224&year=2010
71,N00002942,"Crist, Charlie",D,Crist,Charlie,Charlie-Crist,https://www.opensecrets.org/personal-finances/assets/Charlie-Crist.csv?cid=N00002942&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Charlie-Crist.csv?cid=N00002942&year=2016,https://www.opensecrets.org/personal-finances/assets/Charlie-Crist.csv?cid=N00002942&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Charlie-Crist.csv?cid=N00002942&year=2015,https://www.opensecrets.org/personal-finances/assets/Charlie-Crist.csv?cid=N00002942&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Charlie-Crist.csv?cid=N00002942&year=2014,https://www.opensecrets.org/personal-finances/assets/Charlie-Crist.csv?cid=N00002942&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Charlie-Crist.csv?cid=N00002942&year=2013,https://www.opensecrets.org/personal-finances/assets/Charlie-Crist.csv?cid=N00002942&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Charlie-Crist.csv?cid=N00002942&year=2012,https://www.opensecrets.org/personal-finances/assets/Charlie-Crist.csv?cid=N00002942&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Charlie-Crist.csv?cid=N00002942&year=2011,https://www.opensecrets.org/personal-finances/assets/Charlie-Crist.csv?cid=N00002942&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Charlie-Crist.csv?cid=N00002942&year=2010
72,N00040876,"Crow, Jason",D,Crow,Jason,Jason-Crow,https://www.opensecrets.org/personal-finances/assets/Jason-Crow.csv?cid=N00040876&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Jason-Crow.csv?cid=N00040876&year=2016,https://www.opensecrets.org/personal-finances/assets/Jason-Crow.csv?cid=N00040876&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Jason-Crow.csv?cid=N00040876&year=2015,https://www.opensecrets.org/personal-finances/assets/Jason-Crow.csv?cid=N00040876&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Jason-Crow.csv?cid=N00040876&year=2014,https://www.opensecrets.org/personal-finances/assets/Jason-Crow.csv?cid=N00040876&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Jason-Crow.csv?cid=N00040876&year=2013,https://www.opensecrets.org/personal-finances/assets/Jason-Crow.csv?cid=N00040876&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Jason-Crow.csv?cid=N00040876&year=2012,https://www.opensecrets.org/personal-finances/assets/Jason-Crow.csv?cid=N00040876&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Jason-Crow.csv?cid=N00040876&year=2011,https://www.opensecrets.org/personal-finances/assets/Jason-Crow.csv?cid=N00040876&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Jason-Crow.csv?cid=N00040876&year=2010
73,N00033085,"Cruz, Ted",R,Cruz,Ted,Ted-Cruz,https://www.opensecrets.org/personal-finances/assets/Ted-Cruz.csv?cid=N00033085&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Ted-Cruz.csv?cid=N00033085&year=2016,https://www.opensecrets.org/personal-finances/assets/Ted-Cruz.csv?cid=N00033085&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Ted-Cruz.csv?cid=N00033085&year=2015,https://www.opensecrets.org/personal-finances/assets/Ted-Cruz.csv?cid=N00033085&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Ted-Cruz.csv?cid=N00033085&year=2014,https://www.opensecrets.org/personal-finances/assets/Ted-Cruz.csv?cid=N00033085&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Ted-Cruz.csv?cid=N00033085&year=2013,https://www.opensecrets.org/personal-finances/assets/Ted-Cruz.csv?cid=N00033085&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Ted-Cruz.csv?cid=N00033085&year=2012,https://www.opensecrets.org/personal-finances/assets/Ted-Cruz.csv?cid=N00033085&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Ted-Cruz.csv?cid=N00033085&year=2011,https://www.opensecrets.org/personal-finances/assets/Ted-Cruz.csv?cid=N00033085&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Ted-Cruz.csv?cid=N00033085&year=2010
74,N00024978,"Cuellar, Henry",D,Cuellar,Henry,Henry-Cuellar,https://www.opensecrets.org/personal-finances/assets/Henry-Cuellar.csv?cid=N00024978&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Henry-Cuellar.csv?cid=N00024978&year=2016,https://www.opensecrets.org/personal-finances/assets/Henry-Cuellar.csv?cid=N00024978&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Henry-Cuellar.csv?cid=N00024978&year=2015,https://www.opensecrets.org/personal-finances/assets/Henry-Cuellar.csv?cid=N00024978&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Henry-Cuellar.csv?cid=N00024978&year=2014,https://www.opensecrets.org/personal-finances/assets/Henry-Cuellar.csv?cid=N00024978&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Henry-Cuellar.csv?cid=N00024978&year=2013,https://www.opensecrets.org/personal-finances/assets/Henry-Cuellar.csv?cid=N00024978&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Henry-Cuellar.csv?cid=N00024978&year=2012,https://www.opensecrets.org/personal-finances/assets/Henry-Cuellar.csv?cid=N00024978&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Henry-Cuellar.csv?cid=N00024978&year=2011,https://www.opensecrets.org/personal-finances/assets/Henry-Cuellar.csv?cid=N00024978&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Henry-Cuellar.csv?cid=N00024978&year=2010
75,N00041400,"Cunningham, Joe",D,Cunningham,Joe,Joe-Cunningham,https://www.opensecrets.org/personal-finances/assets/Joe-Cunningham.csv?cid=N00041400&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Joe-Cunningham.csv?cid=N00041400&year=2016,https://www.opensecrets.org/personal-finances/assets/Joe-Cunningham.csv?cid=N00041400&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Joe-Cunningham.csv?cid=N00041400&year=2015,https://www.opensecrets.org/personal-finances/assets/Joe-Cunningham.csv?cid=N00041400&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Joe-Cunningham.csv?cid=N00041400&year=2014,https://www.opensecrets.org/personal-finances/assets/Joe-Cunningham.csv?cid=N00041400&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Joe-Cunningham.csv?cid=N00041400&year=2013,https://www.opensecrets.org/personal-finances/assets/Joe-Cunningham.csv?cid=N00041400&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Joe-Cunningham.csv?cid=N00041400&year=2012,https://www.opensecrets.org/personal-finances/assets/Joe-Cunningham.csv?cid=N00041400&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Joe-Cunningham.csv?cid=N00041400&year=2011,https://www.opensecrets.org/personal-finances/assets/Joe-Cunningham.csv?cid=N00041400&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Joe-Cunningham.csv?cid=N00041400&year=2010
76,N00042626,"Davids, Sharice",D,Davids,Sharice,Sharice-Davids,https://www.opensecrets.org/personal-finances/assets/Sharice-Davids.csv?cid=N00042626&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Sharice-Davids.csv?cid=N00042626&year=2016,https://www.opensecrets.org/personal-finances/assets/Sharice-Davids.csv?cid=N00042626&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Sharice-Davids.csv?cid=N00042626&year=2015,https://www.opensecrets.org/personal-finances/assets/Sharice-Davids.csv?cid=N00042626&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Sharice-Davids.csv?cid=N00042626&year=2014,https://www.opensecrets.org/personal-finances/assets/Sharice-Davids.csv?cid=N00042626&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Sharice-Davids.csv?cid=N00042626&year=2013,https://www.opensecrets.org/personal-finances/assets/Sharice-Davids.csv?cid=N00042626&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Sharice-Davids.csv?cid=N00042626&year=2012,https://www.opensecrets.org/personal-finances/assets/Sharice-Davids.csv?cid=N00042626&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Sharice-Davids.csv?cid=N00042626&year=2011,https://www.opensecrets.org/personal-finances/assets/Sharice-Davids.csv?cid=N00042626&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Sharice-Davids.csv?cid=N00042626&year=2010
77,N00038767,"Davidson, Warren",R,Davidson,Warren,Warren-Davidson,https://www.opensecrets.org/personal-finances/assets/Warren-Davidson.csv?cid=N00038767&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Warren-Davidson.csv?cid=N00038767&year=2016,https://www.opensecrets.org/personal-finances/assets/Warren-Davidson.csv?cid=N00038767&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Warren-Davidson.csv?cid=N00038767&year=2015,https://www.opensecrets.org/personal-finances/assets/Warren-Davidson.csv?cid=N00038767&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Warren-Davidson.csv?cid=N00038767&year=2014,https://www.opensecrets.org/personal-finances/assets/Warren-Davidson.csv?cid=N00038767&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Warren-Davidson.csv?cid=N00038767&year=2013,https://www.opensecrets.org/personal-finances/assets/Warren-Davidson.csv?cid=N00038767&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Warren-Davidson.csv?cid=N00038767&year=2012,https://www.opensecrets.org/personal-finances/assets/Warren-Davidson.csv?cid=N00038767&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Warren-Davidson.csv?cid=N00038767&year=2011,https://www.opensecrets.org/personal-finances/assets/Warren-Davidson.csv?cid=N00038767&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Warren-Davidson.csv?cid=N00038767&year=2010
78,N00034784,"Davis, Rodney",R,Davis,Rodney,Rodney-Davis,https://www.opensecrets.org/personal-finances/assets/Rodney-Davis.csv?cid=N00034784&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Rodney-Davis.csv?cid=N00034784&year=2016,https://www.opensecrets.org/personal-finances/assets/Rodney-Davis.csv?cid=N00034784&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Rodney-Davis.csv?cid=N00034784&year=2015,https://www.opensecrets.org/personal-finances/assets/Rodney-Davis.csv?cid=N00034784&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Rodney-Davis.csv?cid=N00034784&year=2014,https://www.opensecrets.org/personal-finances/assets/Rodney-Davis.csv?cid=N00034784&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Rodney-Davis.csv?cid=N00034784&year=2013,https://www.opensecrets.org/personal-finances/assets/Rodney-Davis.csv?cid=N00034784&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Rodney-Davis.csv?cid=N00034784&year=2012,https://www.opensecrets.org/personal-finances/assets/Rodney-Davis.csv?cid=N00034784&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Rodney-Davis.csv?cid=N00034784&year=2011,https://www.opensecrets.org/personal-finances/assets/Rodney-Davis.csv?cid=N00034784&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Rodney-Davis.csv?cid=N00034784&year=2010
79,N00042894,"Dean, Madeleine",D,Dean,Madeleine,Madeleine-Dean,https://www.opensecrets.org/personal-finances/assets/Madeleine-Dean.csv?cid=N00042894&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Madeleine-Dean.csv?cid=N00042894&year=2016,https://www.opensecrets.org/personal-finances/assets/Madeleine-Dean.csv?cid=N00042894&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Madeleine-Dean.csv?cid=N00042894&year=2015,https://www.opensecrets.org/personal-finances/assets/Madeleine-Dean.csv?cid=N00042894&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Madeleine-Dean.csv?cid=N00042894&year=2014,https://www.opensecrets.org/personal-finances/assets/Madeleine-Dean.csv?cid=N00042894&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Madeleine-Dean.csv?cid=N00042894&year=2013,https://www.opensecrets.org/personal-finances/assets/Madeleine-Dean.csv?cid=N00042894&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Madeleine-Dean.csv?cid=N00042894&year=2012,https://www.opensecrets.org/personal-finances/assets/Madeleine-Dean.csv?cid=N00042894&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Madeleine-Dean.csv?cid=N00042894&year=2011,https://www.opensecrets.org/personal-finances/assets/Madeleine-Dean.csv?cid=N00042894&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Madeleine-Dean.csv?cid=N00042894&year=2010
80,N00007781,"DeFazio, Peter",D,DeFazio,Peter,Peter-DeFazio,https://www.opensecrets.org/personal-finances/assets/Peter-DeFazio.csv?cid=N00007781&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Peter-DeFazio.csv?cid=N00007781&year=2016,https://www.opensecrets.org/personal-finances/assets/Peter-DeFazio.csv?cid=N00007781&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Peter-DeFazio.csv?cid=N00007781&year=2015,https://www.opensecrets.org/personal-finances/assets/Peter-DeFazio.csv?cid=N00007781&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Peter-DeFazio.csv?cid=N00007781&year=2014,https://www.opensecrets.org/personal-finances/assets/Peter-DeFazio.csv?cid=N00007781&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Peter-DeFazio.csv?cid=N00007781&year=2013,https://www.opensecrets.org/personal-finances/assets/Peter-DeFazio.csv?cid=N00007781&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Peter-DeFazio.csv?cid=N00007781&year=2012,https://www.opensecrets.org/personal-finances/assets/Peter-DeFazio.csv?cid=N00007781&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Peter-DeFazio.csv?cid=N00007781&year=2011,https://www.opensecrets.org/personal-finances/assets/Peter-DeFazio.csv?cid=N00007781&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Peter-DeFazio.csv?cid=N00007781&year=2010
