,CID,Name,Party,last_name,first_name,crp_web_format,2016_assets_link,2016_liabilities_link,2015_assets_link,2015_liabilities_link,2014_assets_link,2014_liabilities_link,2013_assets_link,2013_liabilities_link,2012_assets_link,2012_liabilities_link,2011_assets_link,2011_liabilities_link,2010_assets_link,2010_liabilities_link
196,N00035347,"Loudermilk, Barry",R,Loudermilk,Barry,Barry-Loudermilk,https://www.opensecrets.org/personal-finances/assets/Barry-Loudermilk.csv?cid=N00035347&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Barry-Loudermilk.csv?cid=N00035347&year=2016,https://www.opensecrets.org/personal-finances/assets/Barry-Loudermilk.csv?cid=N00035347&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Barry-Loudermilk.csv?cid=N00035347&year=2015,https://www.opensecrets.org/personal-finances/assets/Barry-Loudermilk.csv?cid=N00035347&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Barry-Loudermilk.csv?cid=N00035347&year=2014,https://www.opensecrets.org/personal-finances/assets/Barry-Loudermilk.csv?cid=N00035347&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Barry-Loudermilk.csv?cid=N00035347&year=2013,https://www.opensecrets.org/personal-finances/assets/Barry-Loudermilk.csv?cid=N00035347&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Barry-Loudermilk.csv?cid=N00035347&year=2012,https://www.opensecrets.org/personal-finances/assets/Barry-Loudermilk.csv?cid=N00035347&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Barry-Loudermilk.csv?cid=N00035347&year=2011,https://www.opensecrets.org/personal-finances/assets/Barry-Loudermilk.csv?cid=N00035347&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Barry-Loudermilk.csv?cid=N00035347&year=2010
197,N00033274,"Lowenthal, Alan",D,Lowenthal,Alan,Alan-Lowenthal,https://www.opensecrets.org/personal-finances/assets/Alan-Lowenthal.csv?cid=N00033274&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Alan-Lowenthal.csv?cid=N00033274&year=2016,https://www.opensecrets.org/personal-finances/assets/Alan-Lowenthal.csv?cid=N00033274&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Alan-Lowenthal.csv?cid=N00033274&year=2015,https://www.opensecrets.org/personal-finances/assets/Alan-Lowenthal.csv?cid=N00033274&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Alan-Lowenthal.csv?cid=N00033274&year=2014,https://www.opensecrets.org/personal-finances/assets/Alan-Lowenthal.csv?cid=N00033274&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Alan-Lowenthal.csv?cid=N00033274&year=2013,https://www.opensecrets.org/personal-finances/assets/Alan-Lowenthal.csv?cid=N00033274&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Alan-Lowenthal.csv?cid=N00033274&year=2012,https://www.opensecrets.org/personal-finances/assets/Alan-Lowenthal.csv?cid=N00033274&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Alan-Lowenthal.csv?cid=N00033274&year=2011,https://www.opensecrets.org/personal-finances/assets/Alan-Lowenthal.csv?cid=N00033274&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Alan-Lowenthal.csv?cid=N00033274&year=2010
198,N00030026,"Luetkemeyer, Blaine",R,Luetkemeyer,Blaine,Blaine-Luetkemeyer,https://www.opensecrets.org/personal-finances/assets/Blaine-Luetkemeyer.csv?cid=N00030026&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Blaine-Luetkemeyer.csv?cid=N00030026&year=2016,https://www.opensecrets.org/personal-finances/assets/Blaine-Luetkemeyer.csv?cid=N00030026&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Blaine-Luetkemeyer.csv?cid=N00030026&year=2015,https://www.opensecrets.org/personal-finances/assets/Blaine-Luetkemeyer.csv?cid=N00030026&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Blaine-Luetkemeyer.csv?cid=N00030026&year=2014,https://www.opensecrets.org/personal-finances/assets/Blaine-Luetkemeyer.csv?cid=N00030026&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Blaine-Luetkemeyer.csv?cid=N00030026&year=2013,https://www.opensecrets.org/personal-finances/assets/Blaine-Luetkemeyer.csv?cid=N00030026&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Blaine-Luetkemeyer.csv?cid=N00030026&year=2012,https://www.opensecrets.org/personal-finances/assets/Blaine-Luetkemeyer.csv?cid=N00030026&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Blaine-Luetkemeyer.csv?cid=N00030026&year=2011,https://www.opensecrets.org/personal-finances/assets/Blaine-Luetkemeyer.csv?cid=N00030026&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Blaine-Luetkemeyer.csv?cid=N00030026&year=2010
199,N00042293,"Luria, Elaine",D,Luria,Elaine,Elaine-Luria,https://www.opensecrets.org/personal-finances/assets/Elaine-Luria.csv?cid=N00042293&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Elaine-Luria.csv?cid=N00042293&year=2016,https://www.opensecrets.org/personal-finances/assets/Elaine-Luria.csv?cid=N00042293&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Elaine-Luria.csv?cid=N00042293&year=2015,https://www.opensecrets.org/personal-finances/assets/Elaine-Luria.csv?cid=N00042293&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Elaine-Luria.csv?cid=N00042293&year=2014,https://www.opensecrets.org/personal-finances/assets/Elaine-Luria.csv?cid=N00042293&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Elaine-Luria.csv?cid=N00042293&year=2013,https://www.opensecrets.org/personal-finances/assets/Elaine-Luria.csv?cid=N00042293&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Elaine-Luria.csv?cid=N00042293&year=2012,https://www.opensecrets.org/personal-finances/assets/Elaine-Luria.csv?cid=N00042293&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Elaine-Luria.csv?cid=N00042293&year=2011,https://www.opensecrets.org/personal-finances/assets/Elaine-Luria.csv?cid=N00042293&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Elaine-Luria.csv?cid=N00042293&year=2010
200,N00041843,"Malinowski, Tom",D,Malinowski,Tom,Tom-Malinowski,https://www.opensecrets.org/personal-finances/assets/Tom-Malinowski.csv?cid=N00041843&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Tom-Malinowski.csv?cid=N00041843&year=2016,https://www.opensecrets.org/personal-finances/assets/Tom-Malinowski.csv?cid=N00041843&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Tom-Malinowski.csv?cid=N00041843&year=2015,https://www.opensecrets.org/personal-finances/assets/Tom-Malinowski.csv?cid=N00041843&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Tom-Malinowski.csv?cid=N00041843&year=2014,https://www.opensecrets.org/personal-finances/assets/Tom-Malinowski.csv?cid=N00041843&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Tom-Malinowski.csv?cid=N00041843&year=2013,https://www.opensecrets.org/personal-finances/assets/Tom-Malinowski.csv?cid=N00041843&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Tom-Malinowski.csv?cid=N00041843&year=2012,https://www.opensecrets.org/personal-finances/assets/Tom-Malinowski.csv?cid=N00041843&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Tom-Malinowski.csv?cid=N00041843&year=2011,https://www.opensecrets.org/personal-finances/assets/Tom-Malinowski.csv?cid=N00041843&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Tom-Malinowski.csv?cid=N00041843&year=2010
201,N00034277,"Maloney, Sean Patrick",D,Maloney,Sean,Sean-Maloney,https://www.opensecrets.org/personal-finances/assets/Sean-Maloney.csv?cid=N00034277&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Sean-Maloney.csv?cid=N00034277&year=2016,https://www.opensecrets.org/personal-finances/assets/Sean-Maloney.csv?cid=N00034277&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Sean-Maloney.csv?cid=N00034277&year=2015,https://www.opensecrets.org/personal-finances/assets/Sean-Maloney.csv?cid=N00034277&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Sean-Maloney.csv?cid=N00034277&year=2014,https://www.opensecrets.org/personal-finances/assets/Sean-Maloney.csv?cid=N00034277&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Sean-Maloney.csv?cid=N00034277&year=2013,https://www.opensecrets.org/personal-finances/assets/Sean-Maloney.csv?cid=N00034277&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Sean-Maloney.csv?cid=N00034277&year=2012,https://www.opensecrets.org/personal-finances/assets/Sean-Maloney.csv?cid=N00034277&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Sean-Maloney.csv?cid=N00034277&year=2011,https://www.opensecrets.org/personal-finances/assets/Sean-Maloney.csv?cid=N00034277&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Sean-Maloney.csv?cid=N00034277&year=2010
202,N00032838,"Manchin, Joe",D,Manchin,Joe,Joe-Manchin,https://www.opensecrets.org/personal-finances/assets/Joe-Manchin.csv?cid=N00032838&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Joe-Manchin.csv?cid=N00032838&year=2016,https://www.opensecrets.org/personal-finances/assets/Joe-Manchin.csv?cid=N00032838&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Joe-Manchin.csv?cid=N00032838&year=2015,https://www.opensecrets.org/personal-finances/assets/Joe-Manchin.csv?cid=N00032838&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Joe-Manchin.csv?cid=N00032838&year=2014,https://www.opensecrets.org/personal-finances/assets/Joe-Manchin.csv?cid=N00032838&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Joe-Manchin.csv?cid=N00032838&year=2013,https://www.opensecrets.org/personal-finances/assets/Joe-Manchin.csv?cid=N00032838&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Joe-Manchin.csv?cid=N00032838&year=2012,https://www.opensecrets.org/personal-finances/assets/Joe-Manchin.csv?cid=N00032838&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Joe-Manchin.csv?cid=N00032838&year=2011,https://www.opensecrets.org/personal-finances/assets/Joe-Manchin.csv?cid=N00032838&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Joe-Manchin.csv?cid=N00032838&year=2010
203,N00026710,"Marchant, Kenny",R,Marchant,Kenny,Kenny-Marchant,https://www.opensecrets.org/personal-finances/assets/Kenny-Marchant.csv?cid=N00026710&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Kenny-Marchant.csv?cid=N00026710&year=2016,https://www.opensecrets.org/personal-finances/assets/Kenny-Marchant.csv?cid=N00026710&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Kenny-Marchant.csv?cid=N00026710&year=2015,https://www.opensecrets.org/personal-finances/assets/Kenny-Marchant.csv?cid=N00026710&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Kenny-Marchant.csv?cid=N00026710&year=2014,https://www.opensecrets.org/personal-finances/assets/Kenny-Marchant.csv?cid=N00026710&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Kenny-Marchant.csv?cid=N00026710&year=2013,https://www.opensecrets.org/personal-finances/assets/Kenny-Marchant.csv?cid=N00026710&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Kenny-Marchant.csv?cid=N00026710&year=2012,https://www.opensecrets.org/personal-finances/assets/Kenny-Marchant.csv?cid=N00026710&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Kenny-Marchant.csv?cid=N00026710&year=2011,https://www.opensecrets.org/personal-finances/assets/Kenny-Marchant.csv?cid=N00026710&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Kenny-Marchant.csv?cid=N00026710&year=2010
204,N00037034,"Marshall, Roger",R,Marshall,Roger,Roger-Marshall,https://www.opensecrets.org/personal-finances/assets/Roger-Marshall.csv?cid=N00037034&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Roger-Marshall.csv?cid=N00037034&year=2016,https://www.opensecrets.org/personal-finances/assets/Roger-Marshall.csv?cid=N00037034&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Roger-Marshall.csv?cid=N00037034&year=2015,https://www.opensecrets.org/personal-finances/assets/Roger-Marshall.csv?cid=N00037034&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Roger-Marshall.csv?cid=N00037034&year=2014,https://www.opensecrets.org/personal-finances/assets/Roger-Marshall.csv?cid=N00037034&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Roger-Marshall.csv?cid=N00037034&year=2013,https://www.opensecrets.org/personal-finances/assets/Roger-Marshall.csv?cid=N00037034&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Roger-Marshall.csv?cid=N00037034&year=2012,https://www.opensecrets.org/personal-finances/assets/Roger-Marshall.csv?cid=N00037034&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Roger-Marshall.csv?cid=N00037034&year=2011,https://www.opensecrets.org/personal-finances/assets/Roger-Marshall.csv?cid=N00037034&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Roger-Marshall.csv?cid=N00037034&year=2010
205,N00034041,"Massie, Thomas",R,Massie,Thomas,Thomas-Massie,https://www.opensecrets.org/personal-finances/assets/Thomas-Massie.csv?cid=N00034041&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Thomas-Massie.csv?cid=N00034041&year=2016,https://www.opensecrets.org/personal-finances/assets/Thomas-Massie.csv?cid=N00034041&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Thomas-Massie.csv?cid=N00034041&year=2015,https://www.opensecrets.org/personal-finances/assets/Thomas-Massie.csv?cid=N00034041&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Thomas-Massie.csv?cid=N00034041&year=2014,https://www.opensecrets.org/personal-finances/assets/Thomas-Massie.csv?cid=N00034041&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Thomas-Massie.csv?cid=N00034041&year=2013,https://www.opensecrets.org/personal-finances/assets/Thomas-Massie.csv?cid=N00034041&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Thomas-Massie.csv?cid=N00034041&year=2012,https://www.opensecrets.org/personal-finances/assets/Thomas-Massie.csv?cid=N00034041&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Thomas-Massie.csv?cid=N00034041&year=2011,https://www.opensecrets.org/personal-finances/assets/Thomas-Massie.csv?cid=N00034041&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Thomas-Massie.csv?cid=N00034041&year=2010
206,N00037269,"Mast, Brian",R,Mast,Brian,Brian-Mast,https://www.opensecrets.org/personal-finances/assets/Brian-Mast.csv?cid=N00037269&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Brian-Mast.csv?cid=N00037269&year=2016,https://www.opensecrets.org/personal-finances/assets/Brian-Mast.csv?cid=N00037269&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Brian-Mast.csv?cid=N00037269&year=2015,https://www.opensecrets.org/personal-finances/assets/Brian-Mast.csv?cid=N00037269&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Brian-Mast.csv?cid=N00037269&year=2014,https://www.opensecrets.org/personal-finances/assets/Brian-Mast.csv?cid=N00037269&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Brian-Mast.csv?cid=N00037269&year=2013,https://www.opensecrets.org/personal-finances/assets/Brian-Mast.csv?cid=N00037269&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Brian-Mast.csv?cid=N00037269&year=2012,https://www.opensecrets.org/personal-finances/assets/Brian-Mast.csv?cid=N00037269&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Brian-Mast.csv?cid=N00037269&year=2011,https://www.opensecrets.org/personal-finances/assets/Brian-Mast.csv?cid=N00037269&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Brian-Mast.csv?cid=N00037269&year=2010
207,N00042013,"McAdams, Ben",D,McAdams,Ben,Ben-McAdams,https://www.opensecrets.org/personal-finances/assets/Ben-McAdams.csv?cid=N00042013&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Ben-McAdams.csv?cid=N00042013&year=2016,https://www.opensecrets.org/personal-finances/assets/Ben-McAdams.csv?cid=N00042013&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Ben-McAdams.csv?cid=N00042013&year=2015,https://www.opensecrets.org/personal-finances/assets/Ben-McAdams.csv?cid=N00042013&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Ben-McAdams.csv?cid=N00042013&year=2014,https://www.opensecrets.org/personal-finances/assets/Ben-McAdams.csv?cid=N00042013&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Ben-McAdams.csv?cid=N00042013&year=2013,https://www.opensecrets.org/personal-finances/assets/Ben-McAdams.csv?cid=N00042013&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Ben-McAdams.csv?cid=N00042013&year=2012,https://www.opensecrets.org/personal-finances/assets/Ben-McAdams.csv?cid=N00042013&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Ben-McAdams.csv?cid=N00042013&year=2011,https://www.opensecrets.org/personal-finances/assets/Ben-McAdams.csv?cid=N00042013&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Ben-McAdams.csv?cid=N00042013&year=2010
208,N00042813,"McBath, Lucy",D,McBath,Lucy,Lucy-McBath,https://www.opensecrets.org/personal-finances/assets/Lucy-McBath.csv?cid=N00042813&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Lucy-McBath.csv?cid=N00042813&year=2016,https://www.opensecrets.org/personal-finances/assets/Lucy-McBath.csv?cid=N00042813&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Lucy-McBath.csv?cid=N00042813&year=2015,https://www.opensecrets.org/personal-finances/assets/Lucy-McBath.csv?cid=N00042813&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Lucy-McBath.csv?cid=N00042813&year=2014,https://www.opensecrets.org/personal-finances/assets/Lucy-McBath.csv?cid=N00042813&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Lucy-McBath.csv?cid=N00042813&year=2013,https://www.opensecrets.org/personal-finances/assets/Lucy-McBath.csv?cid=N00042813&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Lucy-McBath.csv?cid=N00042813&year=2012,https://www.opensecrets.org/personal-finances/assets/Lucy-McBath.csv?cid=N00042813&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Lucy-McBath.csv?cid=N00042813&year=2011,https://www.opensecrets.org/personal-finances/assets/Lucy-McBath.csv?cid=N00042813&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Lucy-McBath.csv?cid=N00042813&year=2010
209,N00028152,"McCarthy, Kevin",R,McCarthy,Kevin,Kevin-McCarthy,https://www.opensecrets.org/personal-finances/assets/Kevin-McCarthy.csv?cid=N00028152&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Kevin-McCarthy.csv?cid=N00028152&year=2016,https://www.opensecrets.org/personal-finances/assets/Kevin-McCarthy.csv?cid=N00028152&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Kevin-McCarthy.csv?cid=N00028152&year=2015,https://www.opensecrets.org/personal-finances/assets/Kevin-McCarthy.csv?cid=N00028152&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Kevin-McCarthy.csv?cid=N00028152&year=2014,https://www.opensecrets.org/personal-finances/assets/Kevin-McCarthy.csv?cid=N00028152&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Kevin-McCarthy.csv?cid=N00028152&year=2013,https://www.opensecrets.org/personal-finances/assets/Kevin-McCarthy.csv?cid=N00028152&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Kevin-McCarthy.csv?cid=N00028152&year=2012,https://www.opensecrets.org/personal-finances/assets/Kevin-McCarthy.csv?cid=N00028152&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Kevin-McCarthy.csv?cid=N00028152&year=2011,https://www.opensecrets.org/personal-finances/assets/Kevin-McCarthy.csv?cid=N00028152&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Kevin-McCarthy.csv?cid=N00028152&year=2010
210,N00006863,"McClintock, Tom",R,McClintock,Tom,Tom-McClintock,https://www.opensecrets.org/personal-finances/assets/Tom-McClintock.csv?cid=N00006863&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Tom-McClintock.csv?cid=N00006863&year=2016,https://www.opensecrets.org/personal-finances/assets/Tom-McClintock.csv?cid=N00006863&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Tom-McClintock.csv?cid=N00006863&year=2015,https://www.opensecrets.org/personal-finances/assets/Tom-McClintock.csv?cid=N00006863&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Tom-McClintock.csv?cid=N00006863&year=2014,https://www.opensecrets.org/personal-finances/assets/Tom-McClintock.csv?cid=N00006863&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Tom-McClintock.csv?cid=N00006863&year=2013,https://www.opensecrets.org/personal-finances/assets/Tom-McClintock.csv?cid=N00006863&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Tom-McClintock.csv?cid=N00006863&year=2012,https://www.opensecrets.org/personal-finances/assets/Tom-McClintock.csv?cid=N00006863&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Tom-McClintock.csv?cid=N00006863&year=2011,https://www.opensecrets.org/personal-finances/assets/Tom-McClintock.csv?cid=N00006863&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Tom-McClintock.csv?cid=N00006863&year=2010
211,N00012942,"McCollum, Betty",D,McCollum,Betty,Betty-McCollum,https://www.opensecrets.org/personal-finances/assets/Betty-McCollum.csv?cid=N00012942&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Betty-McCollum.csv?cid=N00012942&year=2016,https://www.opensecrets.org/personal-finances/assets/Betty-McCollum.csv?cid=N00012942&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Betty-McCollum.csv?cid=N00012942&year=2015,https://www.opensecrets.org/personal-finances/assets/Betty-McCollum.csv?cid=N00012942&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Betty-McCollum.csv?cid=N00012942&year=2014,https://www.opensecrets.org/personal-finances/assets/Betty-McCollum.csv?cid=N00012942&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Betty-McCollum.csv?cid=N00012942&year=2013,https://www.opensecrets.org/personal-finances/assets/Betty-McCollum.csv?cid=N00012942&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Betty-McCollum.csv?cid=N00012942&year=2012,https://www.opensecrets.org/personal-finances/assets/Betty-McCollum.csv?cid=N00012942&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Betty-McCollum.csv?cid=N00012942&year=2011,https://www.opensecrets.org/personal-finances/assets/Betty-McCollum.csv?cid=N00012942&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Betty-McCollum.csv?cid=N00012942&year=2010
212,N00031681,"McKinley, David",R,McKinley,David,David-McKinley,https://www.opensecrets.org/personal-finances/assets/David-McKinley.csv?cid=N00031681&year=2016,https://www.opensecrets.org/personal-finances/liabilities/David-McKinley.csv?cid=N00031681&year=2016,https://www.opensecrets.org/personal-finances/assets/David-McKinley.csv?cid=N00031681&year=2015,https://www.opensecrets.org/personal-finances/liabilities/David-McKinley.csv?cid=N00031681&year=2015,https://www.opensecrets.org/personal-finances/assets/David-McKinley.csv?cid=N00031681&year=2014,https://www.opensecrets.org/personal-finances/liabilities/David-McKinley.csv?cid=N00031681&year=2014,https://www.opensecrets.org/personal-finances/assets/David-McKinley.csv?cid=N00031681&year=2013,https://www.opensecrets.org/personal-finances/liabilities/David-McKinley.csv?cid=N00031681&year=2013,https://www.opensecrets.org/personal-finances/assets/David-McKinley.csv?cid=N00031681&year=2012,https://www.opensecrets.org/personal-finances/liabilities/David-McKinley.csv?cid=N00031681&year=2012,https://www.opensecrets.org/personal-finances/assets/David-McKinley.csv?cid=N00031681&year=2011,https://www.opensecrets.org/personal-finances/liabilities/David-McKinley.csv?cid=N00031681&year=2011,https://www.opensecrets.org/personal-finances/assets/David-McKinley.csv?cid=N00031681&year=2010,https://www.opensecrets.org/personal-finances/liabilities/David-McKinley.csv?cid=N00031681&year=2010
213,N00026926,"McNerney, Jerry",D,McNerney,Jerry,Jerry-McNerney,https://www.opensecrets.org/personal-finances/assets/Jerry-McNerney.csv?cid=N00026926&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Jerry-McNerney.csv?cid=N00026926&year=2016,https://www.opensecrets.org/personal-finances/assets/Jerry-McNerney.csv?cid=N00026926&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Jerry-McNerney.csv?cid=N00026926&year=2015,https://www.opensecrets.org/personal-finances/assets/Jerry-McNerney.csv?cid=N00026926&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Jerry-McNerney.csv?cid=N00026926&year=2014,https://www.opensecrets.org/personal-finances/assets/Jerry-McNerney.csv?cid=N00026926&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Jerry-McNerney.csv?cid=N00026926&year=2013,https://www.opensecrets.org/personal-finances/assets/Jerry-McNerney.csv?cid=N00026926&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Jerry-McNerney.csv?cid=N00026926&year=2012,https://www.opensecrets.org/personal-finances/assets/Jerry-McNerney.csv?cid=N00026926&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Jerry-McNerney.csv?cid=N00026926&year=2011,https://www.opensecrets.org/personal-finances/assets/Jerry-McNerney.csv?cid=N00026926&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Jerry-McNerney.csv?cid=N00026926&year=2010
214,N00033982,"McSally, Martha",R,McSally,Martha,Martha-McSally,https://www.opensecrets.org/personal-finances/assets/Martha-McSally.csv?cid=N00033982&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Martha-McSally.csv?cid=N00033982&year=2016,https://www.opensecrets.org/personal-finances/assets/Martha-McSally.csv?cid=N00033982&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Martha-McSally.csv?cid=N00033982&year=2015,https://www.opensecrets.org/personal-finances/assets/Martha-McSally.csv?cid=N00033982&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Martha-McSally.csv?cid=N00033982&year=2014,https://www.opensecrets.org/personal-finances/assets/Martha-McSally.csv?cid=N00033982&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Martha-McSally.csv?cid=N00033982&year=2013,https://www.opensecrets.org/personal-finances/assets/Martha-McSally.csv?cid=N00033982&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Martha-McSally.csv?cid=N00033982&year=2012,https://www.opensecrets.org/personal-finances/assets/Martha-McSally.csv?cid=N00033982&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Martha-McSally.csv?cid=N00033982&year=2011,https://www.opensecrets.org/personal-finances/assets/Martha-McSally.csv?cid=N00033982&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Martha-McSally.csv?cid=N00033982&year=2010
