,chamber,member_name,party,net_worth_2010,net_worth_2011,2011_net_increase,net_worth_2012,2012_net_increase,net_worth_2013,2013_net_increase,net_worth_2014,2014_net_increase,net_worth_2015,2015_net_increase,net_worth_2016,2016_net_increase,defense_friendliness_rating_2010,defense_friendliness_rating_2012,defense_friendliness_rating_2014,defense_friendliness_rating_2016,energy_friendliness_rating_2010,energy_friendliness_rating_2012,energy_friendliness_rating_2014,energy_friendliness_rating_2016,tech_comm_friendliness_rating_2010,tech_comm_friendliness_rating_2012,tech_comm_friendliness_rating_2014,tech_comm_friendliness_rating_2016,health_friendliness_rating_2010,health_friendliness_rating_2012,health_friendliness_rating_2014,health_friendliness_rating_2016,finance_friendliness_rating_2010,finance_friendliness_rating_2012,finance_friendliness_rating_2014,finance_friendliness_rating_2016,2010_friendliness_avg,2012_friendliness_avg,2014_friendliness_avg,2016_friendliness_avg
204,House,"Davis, Susan",D,2383525.0,2146021.0,-9.964401464217913,2024024.0,-5.684799915751058,1982020.0,-2.0752718347213275,2009020.0,1.3622465969061865,2415525.0,20.233994683975272,2091021.0,-13.434098177414846,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.2,2.6,2.4,2.2
205,House,"Hirono, Mazie",D,2362516.0,,,,,,,,,,,,,,4.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,5.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,2.0,1.5,4.0,1.2,2.6
206,House,"Graves, Tom",R,2339007.0,2029507.0,-13.23211089150225,729007.0,-64.07960159782647,796506.0,9.259033178007893,888006.0,11.487672409247388,678506.0,-23.592182935700883,510509.0,-24.759840001414872,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.75,3.0,2.8,3.4
207,House,"Brown-Waite, Ginny",n,2329532.0,,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,,,3.0,,,,2.0,,,,1.8,,,
208,House,"Latta, Robert",R,2298017.0,2247020.0,-2.219174183654864,2265020.0,0.8010609607391121,2681020.0,18.366283741423917,2813021.0,4.923536564441892,3028521.0,7.660803101007778,3027022.0,-0.04949610717574684,1.0,1.0,2.0,1.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.4,3.2,3.6,3.4
209,Senate,"Begich, Mark",D,2272023.0,1376522.0,-39.41425769017303,1415023.0,2.796976728305105,2222527.0,57.06649291212934,,,,,,,2.0,3.0,5.0,,5.0,5.0,5.0,,1.0,4.0,5.0,,1.0,2.0,5.0,,1.0,2.0,5.0,,2.0,3.2,5.0,
210,House,"Dahlkemper, Kathleen",D,2259013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,House,"Rogers, Mike",R,2252508.0,2595510.0,15.227559680143202,2518011.0,-2.9858871666840043,2293010.0,-8.935663902977389,1910009.0,-16.702979925948863,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
212,House,"Rogers, Mike",R,2252508.0,2595510.0,15.227559680143202,2518011.0,-2.9858871666840043,725870.0,-71.17288208828317,1910009.0,163.13375673329935,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
213,House,"Rogers, Mike",R,2252508.0,2595510.0,15.227559680143202,351007.0,-86.47637651174527,2293010.0,553.2661741788626,1910009.0,-16.702979925948863,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
214,House,"Rogers, Mike",R,2252508.0,2595510.0,15.227559680143202,351007.0,-86.47637651174527,725870.0,106.79644565492995,1910009.0,163.13375673329935,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
215,House,"Rogers, Mike",R,2252508.0,302007.0,-86.59241165847136,2518011.0,733.7591512779505,2293010.0,-8.935663902977389,1910009.0,-16.702979925948863,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
216,House,"Rogers, Mike",R,2252508.0,302007.0,-86.59241165847136,2518011.0,733.7591512779505,725870.0,-71.17288208828317,1910009.0,163.13375673329935,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
217,House,"Rogers, Mike",R,2252508.0,302007.0,-86.59241165847136,351007.0,16.2247894916343,2293010.0,553.2661741788626,1910009.0,-16.702979925948863,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
218,House,"Rogers, Mike",R,2252508.0,302007.0,-86.59241165847136,351007.0,16.2247894916343,725870.0,106.79644565492995,1910009.0,163.13375673329935,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
219,House,"Rogers, Mike",R,263505.0,2595510.0,884.9945921329767,2518011.0,-2.9858871666840043,2293010.0,-8.935663902977389,1910009.0,-16.702979925948863,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
220,House,"Rogers, Mike",R,263505.0,2595510.0,884.9945921329767,2518011.0,-2.9858871666840043,725870.0,-71.17288208828317,1910009.0,163.13375673329935,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
221,House,"Rogers, Mike",R,263505.0,2595510.0,884.9945921329767,351007.0,-86.47637651174527,2293010.0,553.2661741788626,1910009.0,-16.702979925948863,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
222,House,"Rogers, Mike",R,263505.0,2595510.0,884.9945921329767,351007.0,-86.47637651174527,725870.0,106.79644565492995,1910009.0,163.13375673329935,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
223,House,"Rogers, Mike",R,263505.0,302007.0,14.611487448056016,2518011.0,733.7591512779505,2293010.0,-8.935663902977389,1910009.0,-16.702979925948863,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
224,House,"Rogers, Mike",R,263505.0,302007.0,14.611487448056016,2518011.0,733.7591512779505,725870.0,-71.17288208828317,1910009.0,163.13375673329935,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
225,House,"Rogers, Mike",R,263505.0,302007.0,14.611487448056016,351007.0,16.2247894916343,2293010.0,553.2661741788626,1910009.0,-16.702979925948863,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
226,House,"Rogers, Mike",R,263505.0,302007.0,14.611487448056016,351007.0,16.2247894916343,725870.0,106.79644565492995,1910009.0,163.13375673329935,510587.0,-73.26782229821954,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
227,House,"Marshall, Jim",D,2223525.0,,,,,,,,,,,,,5.0,,,,3.0,,,,3.0,,,,3.0,,,,4.0,,,,3.6,,,
228,House,"Jr, Joseph",D,2175033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,House,"Farr, Sam",D,2114510.0,2484515.0,17.498380239393523,2469516.0,-0.603699313548117,2900517.0,17.45285310967817,3063518.0,5.619722277097497,2971019.0,-3.01937184635442,,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.6,1.4,1.4,1.0
230,House,"DeFazio, Peter",D,2104008.0,1237508.0,-41.183303485538076,1303509.0,5.333379663000158,987009.0,-24.280614863418666,1099009.0,11.347414258633913,998511.0,-9.14442010938946,877010.0,-12.168218477312719,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,1.2,1.4,1.6
231,Senate,"Cochran, Thad",R,2100539.0,1971530.0,-6.141709342221211,2633535.0,33.57823619219591,5089556.0,93.25947822983177,5123560.0,0.6681132892535223,11486561.0,124.19101171841453,-2250002.0,-119.5881256365591,4.0,3.0,5.0,5.0,1.0,2.0,5.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,1.6,1.6,5.0,2.8
232,House,"Chu, Judy",D,2092013.0,2254513.0,7.767638155212228,2387519.0,5.899544602315444,3111020.0,30.303465647812644,3474524.0,11.684399328837488,3256525.0,-6.274211949608062,3069524.0,-5.74234805505869,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.4,2.6,2.2,2.2
233,House,"Coble, Howard",R,2046052.0,2105172.0,2.889467129867667,2687615.0,27.667240491513283,3510795.0,30.628642867374978,,,2751518.0,,,,2.0,1.0,1.0,,2.0,2.0,1.0,,3.0,3.0,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,1.8,1.8,1.0,
234,House,"Lipinski, Daniel",D,2045029.0,2177028.0,6.4546272937938785,2352526.0,8.061357042720626,2703028.0,14.89896392218407,3109024.0,15.020044187481595,3261025.0,4.889026266764104,3200026.0,-1.8705468372674234,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.2,1.2,1.2
235,House,"Connolly, Gerry",D,2001523.0,1822522.0,-8.943239722950972,1765021.0,-3.1550236430616474,2211023.0,25.268934477266843,2259023.0,2.1709407817105477,2616023.0,15.803291954088117,2325020.0,-11.123870088298153,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.8,3.6,3.6,3.6
236,House,"Langevin, Jim",D,1988011.0,2004514.0,0.830126191454675,2026513.0,1.0974730034312556,1509010.0,-25.536623747293994,1753509.0,16.202609657987686,2468507.0,40.77526833338181,857006.0,-65.28241564638058,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.8,3.0,2.8
237,Senate,"Lieberman, Joe",I,1981541.0,1968038.0,-0.6814393444294112,,,,,,,,,,,4.0,1.0,,,3.0,,,,2.0,1.0,,,1.0,1.0,,,2.0,1.0,,,2.4,1.0,,
238,Senate,"Voinovich, George",R,1935027.0,,,,,,,,,,,,,1.0,,,,2.0,,,,1.0,,,,1.0,,,,1.0,,,,1.2,,,
239,House,"Simpson, Mike",R,1924838.0,1960562.0,1.8559483966962413,2571288.0,31.15055785024906,1776723.0,-30.90143927868057,2404031.0,35.30702309814192,2258529.0,-6.052417793281368,1666518.0,-26.212238142614062,,4.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,4.0,2.0,2.75,3.2,4.4,3.2
240,House,"Burgess, Michael",R,1903542.0,1634539.0,-14.131708152486262,1526538.0,-6.60742876125929,1701539.0,11.463913770898596,1494030.0,-12.195371366745047,2113029.0,41.43149735949077,0.0,-100.0,,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,4.0,3.2,3.4,3.4
241,Senate,"Landrieu, Mary",D,1895508.0,1829008.0,-3.508294346423228,1795007.0,-1.8589858546272078,1588506.0,-11.504189120153848,,,,,,,4.0,3.0,5.0,,5.0,5.0,5.0,,2.0,4.0,5.0,,3.0,4.0,5.0,,3.0,4.0,5.0,,3.4,4.0,5.0,
242,House,"Hanabusa, Colleen",D,1888506.0,2318007.0,22.742898354572343,2277508.0,-1.7471474417462933,1562007.0,-31.415959900031087,,,,,1955504.0,,,5.0,4.0,3.0,,2.0,2.0,2.0,,2.0,4.0,1.0,,2.0,3.0,1.0,,3.0,4.0,3.0,,2.8,3.4,2.0
243,House,"Goodlatte, Bob",R,1884522.0,2135021.0,13.292442327550436,2303520.0,7.892147196678627,3063021.0,32.97132215044801,3563525.0,16.34020791891404,3406023.0,-4.419837099501196,3513523.0,3.156173637112844,,3.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.25,3.2,3.8,3.6
244,Senate,"Bond, Christopher",R,1877023.0,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,
245,Senate,"Lincoln, Blanche",D,1868008.0,,,,,,,,,,,,,4.0,,,,5.0,,,,5.0,,,,5.0,,,,5.0,,,,4.8,,,
246,House,"Ruppersberger, Dutch",D,1855522.0,1890013.0,1.8588300219560858,1782010.0,-5.714405139012271,1705013.0,-4.320795057266794,1287013.0,-24.515942107186277,901512.0,-29.953155096335472,1119012.0,24.126134760269412,5.0,5.0,5.0,5.0,1.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.2,3.8,3.4,3.4
247,House,"Levin, Sander",D,1846624.0,2128403.0,15.25914317153898,2974591.0,39.756944526013164,3096158.0,4.086847569968443,3054908.0,-1.3322963492173203,3282263.0,7.442286314350547,3380992.0,3.007955182141102,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.6,4.0,3.6,3.6
248,House,"Hensarling, Jeb",R,1841512.0,1684012.0,-8.552754475669994,1947016.0,15.617703436792613,2006516.0,3.0559584512916174,2049016.0,2.1180992326998638,1874016.0,-8.540684894603068,479530.0,-74.41163789423356,3.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,3.4,4.2,3.8,3.2
249,House,"Eshoo, Anna",D,1841505.0,2582006.0,40.21172899340485,2073505.0,-19.69402859637042,1873505.0,-9.645503627915051,2273505.0,21.35035668439636,1066004.0,-53.11186911838769,0.0,-100.0,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.25,3.8,4.0,3.6
250,House,"Burton, Dan",R,1819009.0,1594509.0,-12.34188505939223,1594509.0,0.0,,,,,,,,,,2.0,,,1.0,1.0,,,2.0,2.0,,,2.0,1.0,,,3.0,1.0,,,2.0,1.4,,
251,House,"Scott, Austin",R,1814872.0,1751613.0,-3.4855901683424504,4409756.0,151.75401187362735,5022517.0,13.895576081760533,4672019.0,-6.978532875050497,4244515.0,-9.150305253467506,2056521.0,-51.54873996204513,,4.0,5.0,5.0,,2.0,2.0,2.0,,2.0,2.0,1.0,,4.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,2.8
252,House,"Bachmann, Michele",R,1783508.0,1499509.0,-15.923617948447665,1186007.0,-20.90697688376662,1328507.0,12.015106150300968,,,1610009.0,,,,,4.0,1.0,,4.0,5.0,1.0,,5.0,5.0,1.0,,5.0,5.0,1.0,,5.0,5.0,1.0,,4.75,4.8,1.0,
253,House,"Gutierrez, Luis",D,1774507.0,2922519.0,64.69470111980398,2464049.0,-15.687494247257247,1690011.0,-31.413255174714465,1495512.0,-11.508741659077959,2150011.0,43.76420918053483,1109011.0,-48.41835692933664,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.4,1.2,1.25,1.2
254,House,"Boren, Dan",D,1768008.0,2289518.0,29.497038474939032,2198017.0,-3.9965180444093473,,,,,,,,,4.0,1.0,,,5.0,1.0,,,2.0,,,,3.0,1.0,,,4.0,1.0,,,3.6,1.0,,
255,House,"Butterfield, G.",D,1759135.0,2837500.0,61.300866619105406,1660010.0,-41.497444933920704,964007.0,-41.92763899012657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,House,"Capito, Shelley",R,1732028.0,1124528.0,-35.07449071262128,1329530.0,18.23004851813383,,,,,,,,,,1.0,2.0,1.0,5.0,5.0,5.0,1.0,3.0,2.0,5.0,1.0,3.0,4.0,5.0,1.0,5.0,5.0,5.0,1.0,4.0,3.4,4.4,1.0
257,House,"Sherman, Brad",D,1731008.0,1446508.0,-16.43551040780863,981007.0,-32.18101801027025,748506.0,-23.70023863234411,4215006.0,463.12254009987896,4184506.0,-0.7236051384031245,3430006.0,-18.030802202219327,,3.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.5,3.4,3.0,3.2
258,House,"Thompson, Mike",D,1730504.0,2215504.0,28.026517130269564,2238005.0,1.0156154085029863,2038006.0,-8.93648584341858,2114006.0,3.729135242977695,2930506.0,38.62335300845882,2580006.0,-11.960391823118602,,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.25,3.8,4.0,3.6
259,Senate,"Merkley, Jeff",D,1705512.0,2933012.0,71.97252203443892,1683011.0,-42.61833909987413,2325012.0,38.145977655523346,2900514.0,24.752646437953867,3626014.0,25.01280807470676,4501015.0,24.1312085391838,1.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,5.0,2.0,2.0,3.0,5.0,1.0,4.0,2.0,5.0,1.0,2.4,2.2,4.6,1.2
260,House,"Norton, Eleanor",D,1697521.0,1657519.0,-2.3564951479245324,1886521.0,13.815950224401652,1996520.0,5.830785875163859,2090520.0,4.70819225452287,2360018.0,12.891433710273043,1986018.0,-15.847336757601003,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.3333333333333333,1.2,1.2,1.0
261,Senate,"Levin, Carl",D,1694508.0,1652205.0,-2.4964768534583492,1679007.0,1.6221957928949495,1788007.0,6.491932433873117,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,1.0,,
262,Senate,"Murkowski, Lisa",I,1669020.0,,,,,,,,,,,,,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,4.0,5.0,1.0,1.0,4.0,4.0,1.0,2.0,5.0,4.8,2.2,2.2,4.6
263,Senate,"Dodd, Chris",D,1665009.0,,,,,,,,,,,,,4.0,,,,2.0,,,,3.0,,,,5.0,,,,5.0,,,,3.8,,,
264,Senate,"Vitter, David",R,1640530.0,1640030.0,-0.030477955294935175,1633027.0,-0.42700438406614516,1302018.0,-20.269658738036785,1570521.0,20.6220651327401,1570521.0,0.0,,,4.0,3.0,2.0,1.0,5.0,4.0,5.0,1.0,5.0,2.0,1.0,1.0,5.0,3.0,1.0,,5.0,4.0,1.0,1.0,4.8,3.2,2.0,1.0
265,House,"Brady, Robert",D,1640503.0,1640503.0,0.0,1640503.0,0.0,1640503.0,0.0,3288507.0,100.45723781059834,1575502.0,-52.09065998643153,2150502.0,36.49630403515832,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,1.8,1.6,2.0
266,House,"Johnson, Timothy",R,1636015.0,1316513.0,-19.529283044470862,1538012.0,16.82467244911368,,,,,,,,,,,,,2.0,2.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,1.25,1.25,,
267,House,"Gallegly, Elton",R,1633509.0,1316008.0,-19.436746292796673,1341008.0,1.899684500398174,,,,,,,,,3.0,1.0,,,1.0,1.0,,,3.0,1.0,,,2.0,1.0,,,2.0,1.0,,,2.2,1.0,,
268,House,"Adler, John",D,1616535.0,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,5.0,,,,5.0,,,,4.5,,,
269,House,"Becerra, Xavier",D,1588528.0,1666027.0,4.878667546307022,1753030.0,5.222184274324486,1702529.0,-2.880783557611678,1727029.0,1.4390356933714492,1725022.0,-0.11621113484486943,0.0,-100.0,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.25,4.4,4.2,4.0
270,Senate,"Burr, Richard",R,1584080.0,2151517.0,35.821233776071914,3157360.0,46.75040912993018,2539619.0,-19.565111358856765,2636270.0,3.8057283395658956,3132848.0,18.836386257856745,0.0,-100.0,5.0,1.0,2.0,5.0,5.0,1.0,2.0,5.0,5.0,1.0,1.0,5.0,5.0,2.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,1.2,1.8,5.0
271,House,"Melancon, Charles",D,1580523.0,,,,,,,,,,,,,2.0,,,,5.0,,,,5.0,,,,5.0,,,,4.0,,,,4.2,,,
272,House,"Lofgren, Zoe",D,1555518.0,1856519.0,19.35053146283103,1710523.0,-7.86396476416347,2012022.0,17.626129552189592,2603022.0,29.37343627455366,2469021.0,-5.147901170255189,2715019.0,9.963382247457595,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.8,2.8,2.6,2.8
273,Senate,"Brown, Scott",R,1542594.0,1121133.0,-27.32157651332755,1483514.0,32.322748505306684,,,,,,,,,5.0,5.0,,,5.0,5.0,,,5.0,5.0,,,5.0,5.0,,,5.0,5.0,,,5.0,5.0,,
274,House,"Ehlers, Vernon",R,1535010.0,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,
275,Senate,"Bunning, Jim",R,1532501.0,,,,,,,,,,,,,3.0,,,,3.0,,,,1.0,,,,3.0,,,,3.0,,,,2.6,,,
276,House,"Holt, Rush",D,1531005.0,1956006.0,27.759608884360272,2654009.0,35.68511548533082,4414006.0,66.31465831502456,,,7489007.0,,,,4.0,2.0,1.0,,2.0,2.0,1.0,,4.0,4.0,3.0,,4.0,4.0,3.0,,4.0,4.0,3.0,,3.6,3.2,2.2,
277,House,"Boucher, Rick",D,1528010.0,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,3.0,,,,3.0,,,,4.0,,,
278,House,"Markey, Edward",D,1494512.0,1503012.0,0.5687475242754826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,House,"Sandlin, Stephanie",D,1472005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,House,"Matsui, Doris",D,1467010.0,1309009.0,-10.770274231259501,1444009.0,10.31314528777113,1301509.0,-9.868359546235515,1421511.0,9.220220528632533,1242509.0,-12.592375296427532,1224509.0,-1.4486816594487446,,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,3.4,3.6
281,Senate,"Udall, Mark",D,1405524.0,1475531.0,4.980847000833853,1784528.0,20.941410244854225,1985540.0,11.264155003451894,,,,,,,3.0,5.0,5.0,,4.0,5.0,5.0,,2.0,5.0,5.0,,2.0,4.0,5.0,,2.0,4.0,5.0,,2.6,4.6,5.0,
282,House,"Olson, Pete",R,1397017.0,1340016.0,-4.080193727062734,1821517.0,35.93248140320713,2019020.0,10.842775554661307,1920021.0,-4.90331943219978,1830521.0,-4.661407349190451,1712520.0,-6.446306816474653,,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.5,4.0,3.8,4.0
283,House,"Cravaack, Chip",R,1394009.0,1669009.0,19.727275792337064,1961510.0,17.52542976101387,,,,,,,,,,2.0,,,,4.0,,,,4.0,,,,2.0,,,,4.0,,,,3.2,,
284,House,"Barletta, Louis",R,1391551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,House,"Jr, Charles",R,1384945.0,631427.0,-54.40779236720592,695268.0,10.110590772963462,1283780.0,84.64534539199273,971566.0,-24.31989904812351,768503.0,-20.900587299267368,,,,,,,,,,,,,,,,,,,,,,,,,,
286,House,"Rodgers, Cathy",R,1338009.0,1654508.0,23.654474670947653,1318508.0,-20.30815203069432,1343008.0,1.8581608909464333,1263509.0,-5.9194733017227,1145510.0,-9.338991649446106,1210511.0,5.674415762411502,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.2,4.8,4.8
287,House,"Tiberi, Patrick",R,1332015.0,907014.0,-31.906622673168094,1014515.0,11.852187507579817,1240514.0,22.276555792669402,1240514.0,0.0,1350520.0,8.867775776815094,925019.0,-31.50645677220626,,,,,,,,,,,,,,,,,,,,,,,,
288,House,"Ortiz, Solomon",D,1323004.0,,,,,,,,,,,,,5.0,,,,3.0,,,,2.0,,,,2.0,,,,2.0,,,,2.8,,,
289,House,"Bucshon, Larry",R,1318526.0,1119596.0,-15.08730203272442,1123977.0,0.39130186245752935,1138645.0,1.3050089103246776,1122096.0,-1.4533941658725942,615479.0,-45.14916727267542,966839.0,57.08724424391409,,2.0,2.0,3.0,,4.0,5.0,4.0,,1.0,1.0,3.0,,5.0,4.0,5.0,,3.0,2.0,1.0,,3.0,2.8,3.2
290,House,"McMahon, Michael",D,1315503.0,,,,,,,,,,,,,2.0,,,,4.0,,,,4.0,,,,4.0,,,,5.0,,,,3.8,,,
291,House,"Reed, Tom",R,1297505.0,422504.0,-67.4371967738082,497504.0,17.751311230189536,364003.0,-26.834156107287583,24002.0,-93.40609830138763,-183999.0,-866.5986167819348,-108998.0,-40.761634574100945,,3.0,5.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,2.5,4.4,5.0,4.8
292,House,"Gibbs, Bob",R,1296519.0,1507524.0,16.27473257237264,1573525.0,4.378106086536599,2143030.0,36.19294259703532,2326033.0,8.539451150940492,1804533.0,-22.420146231803244,2363531.0,30.97743294248429,,1.0,1.0,1.0,,5.0,4.0,4.0,,2.0,3.0,2.0,,2.0,1.0,1.0,,2.0,2.0,1.0,,2.4,2.2,1.8
293,House,"Rangel, Charles",D,1284510.0,1830117.0,42.47588574631572,1811507.0,-1.0168748773985488,1741509.0,-3.8640756011431368,1709510.0,-1.837429493617317,1877010.0,9.798129288509573,,,,1.0,1.0,,4.0,2.0,2.0,,5.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,1.0,4.75,2.6,2.6,1.0
294,House,"Bishop, Timothy",D,1283002.0,992004.0,-22.68102465935361,1342004.0,35.28211579792017,1442004.0,7.451542618352851,,,1234504.0,,,,,3.0,2.0,,4.0,3.0,3.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,3.6,3.4,
295,Senate,"Lemieux, George",R,1278519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,House,"Bilbray, Brian",R,1272509.0,1975871.0,55.27363657152916,1695088.0,-14.210593707787602,,,,,,,,,4.0,5.0,,,3.0,5.0,,,4.0,5.0,,,3.0,5.0,,,4.0,5.0,,,3.6,5.0,,
